"연번","업체아이디","킬로미터당원가","관할행정아이디","입력일자","최종처리자아이디","수정일자","영역분류","일일대당원가","평가연도","평가차수"
"2662","1013","355","11","2011-11-08","1","2011-11-08","4","212253","2011","17"
"2663","1031","355","11","2011-11-08","1","2011-11-08","4","212253","2011","17"
"2664","1007","301","13","2011-11-08","1","2011-11-08","4","106606","2011","17"
"2665","1021","529","12","2011-11-08","1","2011-11-08","4","224186","2011","17"
"2666","1031","296","18","2011-11-08","1","2011-11-08","4","180338","2011","17"
"2667","1008","296","18","2011-11-08","1","2011-11-08","4","180338","2011","17"
"2668","1031","265","20","2011-11-08","1","2011-11-08","4","181505","2011","17"
"2669","1030","479","7","2011-11-08","1","2011-11-08","1","248352","2011","17"
"2670","1032","479","7","2011-11-08","1","2011-11-08","1","248352","2011","17"
"2671","1004","491","5","2011-11-08","1","2011-11-08","1","333017","2011","17"
"2672","1009","491","5","2011-11-08","1","2011-11-08","1","333017","2011","17"
"2673","1002","491","5","2011-11-08","1","2011-11-08","1","333017","2011","17"
"2674","1024","496","6","2011-11-08","1","2011-11-08","1","223262","2011","17"
"2675","1011","430","4","2011-11-08","1","2011-11-08","1","262034","2011","17"
"2676","1029","430","4","2011-11-08","1","2011-11-08","1","262034","2011","17"
"2677","1006","489","8","2011-11-08","1","2011-11-08","1","252521","2011","17"
"2678","1042","489","8","2011-11-08","1","2011-11-08","1","252521","2011","17"
"2679","1018","505","2","2011-11-08","1","2011-11-08","1","326805","2011","17"
"2680","1025","505","2","2011-11-08","1","2011-11-08","1","326805","2011","17"
"2681","1028","505","2","2011-11-08","1","2011-11-08","1","326805","2011","17"
"2682","1035","505","2","2011-11-08","1","2011-11-08","1","326805","2011","17"
"2683","1037","505","2","2011-11-08","1","2011-11-08","1","326805","2011","17"
"2684","1005","547","1","2011-11-08","1","2011-11-08","1","410318","2011","17"
"2685","1017","547","1","2011-11-08","1","2011-11-08","1","410318","2011","17"
"2686","1019","547","1","2011-11-08","1","2011-11-08","1","410318","2011","17"
"2687","1020","547","1","2011-11-08","1","2011-11-08","1","410318","2011","17"
"2688","1022","547","1","2011-11-08","1","2011-11-08","1","410318","2011","17"
"2689","1033","547","1","2011-11-08","1","2011-11-08","1","410318","2011","17"
"2690","1034","547","1","2011-11-08","1","2011-11-08","1","410318","2011","17"
"2691","1036","547","1","2011-11-08","1","2011-11-08","1","410318","2011","17"
"2692","1038","547","1","2011-11-08","1","2011-11-08","1","410318","2011","17"
"2693","1039","547","1","2011-11-08","1","2011-11-08","1","410318","2011","17"
"2694","1025","622","3","2011-11-08","1","2011-11-08","1","307546","2011","17"
"2695","1034","622","3","2011-11-08","1","2011-11-08","1","307546","2011","17"
"2696","1041","622","3","2011-11-08","1","2011-11-08","1","307546","2011","17"
"2697","1000","0","30","2011-08-15","1","2011-08-15","2","0","2011","11"
"2698","1010","494","30","2011-08-15","1","2011-08-15","2","214690","2011","12"
"2699","1015","571","30","2011-08-15","1","2011-08-15","2","230666","2011","12"
"2700","1025","505","2","2011-08-15","1","2011-08-15","1","326828","2011","12"
"2701","1025","622","3","2011-08-15","1","2011-08-15","1","307568","2011","12"
"2702","1025","539","30","2011-08-15","1","2011-08-15","2","242604","2011","12"
"2703","1042","489","8","2011-08-15","1","2011-08-15","1","252539","2011","12"
"2704","1042","451","30","2011-08-15","1","2011-08-15","2","326469","2011","12"
"2705","1006","489","8","2011-10-12","1","2011-10-12","1","252521","2011","13"
"2706","1006","511","30","2011-10-12","1","2011-10-13","2","289164","2011","13"
"2707","1043","485","30","2011-10-12","1","2011-10-12","2","197453","2011","13"
"2708","1014","514","30","2011-10-13","1","2011-10-13","2","266108","2011","13"
"2709","1008","296","18","2011-10-13","1","2011-10-13","4","180338","2011","13"
"2710","1034","622","3","2011-10-13","1","2011-10-13","1","307546","2011","13"
"2711","1034","545","30","2011-10-13","1","2011-10-13","2","230649","2011","13"
"2712","1035","505","2","2011-10-13","1","2011-10-13","1","326805","2011","13"
"2713","1035","496","30","2011-10-13","1","2011-10-13","2","244065","2011","13"
"2714","1037","505","2","2011-10-13","1","2011-10-13","1","326805","2011","13"
"2715","1041","622","3","2011-10-13","1","2011-10-13","1","307546","2011","13"
"2716","1041","0","30","2011-10-13","1","2011-10-13","3","0","2011","13"
"2717","1013","543","30","2011-10-31","1","2011-11-04","2","218277","2011","14"
"2718","1000","461","30","2011-10-31","1","2011-11-04","2","305872","2011","14"
"2719","1030","479","7","2011-11-04","1","2011-11-04","1","248352","2011","14"
"2720","1032","479","7","2011-11-04","1","2011-11-04","1","248352","2011","14"
"2721","1031","265","19","2011-11-04","1","2011-11-04","4","181505","2011","14"
"2722","1006","0","30","2011-11-04","1","2011-11-04","3","0","2011","14"
"2723","1006","511","30","2011-11-04","1","2011-11-04","2","289164","2011","14"
"2724","1010","494","30","2011-11-04","1","2011-11-04","2","214690","2011","14"
"2725","1011","374","30","2011-11-04","1","2011-11-04","2","219583","2011","14"
"2726","1012","535","30","2011-11-04","1","2011-11-04","2","234675","2011","14"
"2727","1014","514","30","2011-11-04","1","2011-11-04","2","266108","2011","14"
"2728","1015","571","30","2011-11-04","1","2011-11-04","2","230666","2011","14"
"2729","1016","467","30","2011-11-04","1","2011-11-04","2","228662","2011","14"
"2730","1018","514","30","2011-11-04","1","2011-11-04","2","251831","2011","14"
"2731","1019","594","30","2011-11-04","1","2011-11-04","2","260554","2011","14"
"2732","1023","390","30","2011-11-04","1","2011-11-04","2","233612","2011","14"
"2733","1025","539","30","2011-11-04","1","2011-11-04","2","242604","2011","14"
"2734","1027","453","30","2011-11-04","1","2011-11-04","2","217305","2011","14"
"2735","1034","545","30","2011-11-04","1","2011-11-04","2","230649","2011","14"
"2736","1035","496","30","2011-11-04","1","2011-11-04","2","244065","2011","14"
"2737","1040","548","30","2011-11-04","1","2011-11-04","2","283075","2011","14"
"2738","1042","451","30","2011-11-04","1","2011-11-04","2","326469","2011","14"
"2739","1008","529","30","2011-11-04","1","2011-11-04","2","217133","2011","14"
"2740","1043","485","30","2011-11-04","1","2011-11-04","2","197453","2011","14"
"2741","1001","282","14","2011-11-04","1","2011-11-04","4","196334","2011","14"
"2742","1004","491","5","2011-11-04","1","2011-11-04","1","333017","2011","14"
"2743","1009","491","5","2011-11-04","1","2011-11-04","1","333017","2011","14"
"2744","1002","491","5","2011-11-04","1","2011-11-04","1","333017","2011","14"
"2745","1016","514","15","2011-11-04","1","2011-11-04","4","170925","2011","14"
"2746","1024","496","6","2011-11-04","1","2011-11-04","1","223262","2011","14"
"2747","1011","430","4","2011-11-04","1","2011-11-04","1","262034","2011","14"
"2748","1029","430","4","2011-11-04","1","2011-11-04","1","262034","2011","14"
"2749","1026","275","17","2011-11-04","1","2011-11-04","4","89572","2011","14"
"2750","1006","489","8","2011-11-04","1","2011-11-04","1","252521","2011","14"
"2751","1042","489","8","2011-11-04","1","2011-11-04","1","252521","2011","14"
"2752","1013","355","11","2011-11-04","1","2011-11-04","4","212253","2011","14"
"2753","1031","355","11","2011-11-04","1","2011-11-04","4","212253","2011","14"
"2754","1018","505","2","2011-11-04","1","2011-11-04","1","326805","2011","14"
"2755","1025","505","2","2011-11-04","1","2011-11-04","1","326805","2011","14"
"2756","1028","505","2","2011-11-04","1","2011-11-04","1","326805","2011","14"
"2757","1044","0","2","2011-11-04","1","2011-11-04","1","0","2011","14"
"2758","1035","505","2","2011-11-04","1","2011-11-04","1","326805","2011","14"
"2759","1037","505","2","2011-11-04","1","2011-11-04","1","326805","2011","14"
"2760","1007","301","13","2011-11-04","1","2011-11-04","4","106606","2011","14"
"2761","1005","547","1","2011-11-04","1","2011-11-04","1","410318","2011","14"
"2762","1017","547","1","2011-11-04","1","2011-11-04","1","410318","2011","14"
"2763","1019","547","1","2011-11-04","1","2011-11-04","1","410318","2011","14"
"2764","1020","547","1","2011-11-04","1","2011-11-04","1","410318","2011","14"
"2765","1022","547","1","2011-11-04","1","2011-11-04","1","410318","2011","14"
"2766","1033","547","1","2011-11-04","1","2011-11-04","1","410318","2011","14"
"2767","1034","547","1","2011-11-04","1","2011-11-04","1","410318","2011","14"
"2768","1036","547","1","2011-11-04","1","2011-11-04","1","410318","2011","14"
"2769","1038","547","1","2011-11-04","1","2011-11-04","1","410318","2011","14"
"2770","1039","547","1","2011-11-04","1","2011-11-04","1","410318","2011","14"
"2771","1025","622","3","2011-11-04","1","2011-11-04","1","307546","2011","14"
"2772","1034","622","3","2011-11-04","1","2011-11-04","1","307546","2011","14"
"2773","1041","622","3","2011-11-04","1","2011-11-04","1","307546","2011","14"
"2774","1021","529","12","2011-11-04","1","2011-11-04","4","224186","2011","14"
"2775","1031","296","18","2011-11-04","1","2011-11-04","4","180338","2011","14"
"2776","1008","296","18","2011-11-04","1","2011-11-04","4","180338","2011","14"
"2777","1031","265","20","2011-11-04","1","2011-11-04","4","181505","2011","14"
"2778","1003","547","1","2011-11-04","1","2011-11-04","1","410318","2011","15"
"2779","1017","547","1","2011-11-04","1","2011-11-04","1","410318","2011","15"
"2780","1025","622","3","2011-11-04","1","2011-11-04","1","307546","2011","15"
"2781","1034","622","3","2011-11-04","1","2011-11-04","1","307546","2011","15"
"2782","1041","622","3","2011-11-04","1","2011-11-04","1","307546","2011","15"
"2783","1006","489","8","2011-11-04","1","2011-11-04","1","252521","2011","15"
"2784","1042","489","8","2011-11-04","1","2011-11-04","1","252521","2011","15"
"2785","1024","496","6","2011-11-04","1","2011-11-04","1","223262","2011","15"
"2786","1021","529","12","2011-11-04","1","2011-11-04","4","224186","2011","15"
"2787","1016","514","15","2011-11-04","1","2011-11-04","4","170925","2011","15"
"2788","1031","296","18","2011-11-04","1","2011-11-04","4","180338","2011","15"
"2789","1008","296","18","2011-11-04","1","2011-11-04","4","180338","2011","15"
"2790","1031","265","19","2011-11-04","1","2011-11-04","4","181505","2011","15"
"2791","1031","265","20","2011-11-04","1","2011-11-04","4","181505","2011","15"
"2792","1003","547","1","2011-11-08","1","2011-11-08","1","410318","2011","17"
"2793","1000","453","30","2011-08-09","1","2011-08-09","2","283255","2011","9"
"2794","1001","279","14","2011-08-09","1","2011-08-09","4","191838","2011","9"
"2795","1002","511","5","2011-08-09","1","2011-08-09","1","323961","2011","9"
"2796","1003","556","1","2011-08-09","1","2011-08-09","1","378772","2011","9"
"2797","1004","511","5","2011-08-09","1","2011-08-09","1","323961","2011","9"
"2798","1005","556","1","2011-08-09","1","2011-08-09","1","378772","2011","9"
"2799","1006","568","8","2011-08-09","1","2011-08-09","1","239581","2011","9"
"2800","1006","480","30","2011-08-09","1","2011-08-09","2","270284","2011","9"
"2801","1006","1","30","2011-08-09","1","2011-08-09","3","1","2011","9"
"2802","1007","267","13","2011-08-09","1","2011-08-09","4","103069","2011","9"
"2803","1008","362","18","2011-08-09","1","2011-08-09","4","183071","2011","9"
"2804","1008","444","30","2011-08-09","1","2011-08-09","2","221144","2011","9"
"2805","1009","511","5","2011-08-09","1","2011-08-09","1","323961","2011","9"
"2806","1010","494","30","2011-08-09","1","2011-08-09","2","216313","2011","9"
"2807","1011","481","4","2011-08-09","1","2011-08-09","1","242858","2011","9"
"2808","1011","369","30","2011-08-09","1","2011-08-09","2","217641","2011","9"
"2809","1011","1","30","2011-08-09","1","2011-08-09","3","1","2011","9"
"2810","1012","530","30","2011-08-09","1","2011-08-09","2","219954","2011","9"
"2811","1012","1","30","2011-08-09","1","2011-08-09","3","1","2011","9"
"2812","1013","414","11","2011-08-09","1","2011-08-09","4","211732","2011","9"
"2813","1013","446","30","2011-08-09","1","2011-08-09","2","234193","2011","9"
"2814","1013","1","30","2011-08-09","1","2011-08-09","3","1","2011","9"
"2815","1014","457","30","2011-08-09","1","2011-08-09","2","251054","2011","9"
"2816","1014","1","30","2011-08-09","1","2011-08-09","3","1","2011","9"
"2817","1015","506","30","2011-08-09","1","2011-08-09","2","224832","2011","9"
"2818","1016","518","15","2011-08-09","1","2011-08-09","4","168056","2011","9"
"2819","1016","452","30","2011-08-09","1","2011-08-09","2","221503","2011","9"
"2820","1017","556","1","2011-08-09","1","2011-08-09","1","378772","2011","9"
"2821","1018","591","2","2011-08-09","1","2011-08-09","1","297174","2011","9"
"2822","1018","486","30","2011-08-09","1","2011-08-09","2","243247","2011","9"
"2823","1019","556","1","2011-08-09","1","2011-08-09","1","378772","2011","9"
"2824","1019","547","30","2011-08-09","1","2011-08-09","2","247049","2011","9"
"2825","1020","556","1","2011-08-09","1","2011-08-09","1","378772","2011","9"
"2826","1021","542","12","2011-08-09","1","2011-08-09","4","216837","2011","9"
"2827","1022","556","1","2011-08-09","1","2011-08-09","1","378772","2011","9"
"2828","1023","327","30","2011-08-09","1","2011-08-09","2","230165","2011","9"
"2829","1024","462","6","2011-08-09","1","2011-08-09","1","212004","2011","9"
"2830","1025","591","2","2011-08-09","1","2011-08-09","1","297174","2011","9"
"2831","1025","648","3","2011-08-09","1","2011-08-09","1","278396","2011","9"
"2832","1025","471","30","2011-08-09","1","2011-08-09","2","237984","2011","9"
"2833","1025","1","30","2011-08-09","1","2011-08-09","3","1","2011","9"
"2834","1026","242","17","2011-08-09","1","2011-08-09","4","96231","2011","9"
"2835","1027","555","30","2011-08-09","1","2011-08-09","2","223575","2011","9"
"2836","1028","591","2","2011-08-09","1","2011-08-09","1","297174","2011","9"
"2837","1029","481","4","2011-08-09","1","2011-08-09","1","242858","2011","9"
"2838","1030","490","7","2011-08-09","1","2011-08-09","1","243024","2011","9"
"2839","1031","236","11","2011-08-09","1","2011-08-09","4","177029","2011","9"
"2840","1031","236","18","2011-08-09","1","2011-08-09","4","177029","2011","9"
"2841","1031","236","19","2011-08-09","1","2011-08-09","4","177029","2011","9"
"2842","1031","236","20","2011-08-09","1","2011-08-09","4","177029","2011","9"
"2843","1032","490","7","2011-08-09","1","2011-08-09","1","243024","2011","9"
"2844","1033","556","1","2011-08-09","1","2011-08-09","1","378772","2011","9"
"2845","1034","556","1","2011-08-09","1","2011-08-09","1","378772","2011","9"
"2846","1034","648","3","2011-08-09","1","2011-08-09","1","278396","2011","9"
"2847","1034","472","30","2011-08-09","1","2011-08-09","2","227501","2011","9"
"2848","1034","1","30","2011-08-09","1","2011-08-09","3","1","2011","9"
"2849","1035","591","2","2011-08-09","1","2011-08-09","1","297174","2011","9"
"2850","1035","473","30","2011-08-09","1","2011-08-09","2","230637","2011","9"
"2851","1036","556","1","2011-08-09","1","2011-08-09","1","378772","2011","9"
"2852","1037","591","2","2011-08-09","1","2011-08-09","1","297174","2011","9"
"2853","1038","556","1","2011-08-09","1","2011-08-09","1","378772","2011","9"
"2854","1038","1","30","2011-08-09","1","2011-08-09","3","1","2011","9"
"2855","1039","556","1","2011-08-09","1","2011-08-09","1","378772","2011","9"
"2856","1040","475","30","2011-08-09","1","2011-08-09","2","275655","2011","9"
"2857","1040","1","30","2011-08-09","1","2011-08-09","3","1","2011","9"
"2858","1041","648","3","2011-08-09","1","2011-08-09","1","278396","2011","9"
"2859","1041","1","30","2011-08-09","1","2011-08-09","3","1","2011","9"
"2860","1042","568","8","2011-08-09","1","2011-08-09","1","239581","2011","9"
"2861","1042","427","30","2011-08-09","1","2011-08-09","2","310082","2011","9"
"2862","1043","518","30","2011-08-09","1","2011-08-09","2","205896","2011","9"
"2863","1044","0","","2011-08-09","1","2011-08-09","1","0","2011","9"
"2864","1041","0","30","2011-08-15","1","2011-08-15","3","0","2011","10"
"2865","1006","489","8","2011-08-15","1","2011-08-15","1","252539","2011","12"
"2866","1006","511","30","2011-08-15","1","2011-08-15","2","289164","2011","12"
"2867","1014","514","30","2011-08-15","1","2011-08-15","2","266108","2011","12"
"2868","1023","390","30","2011-08-15","1","2011-08-15","2","233612","2011","12"
"2869","1040","548","30","2011-08-15","1","2011-08-15","2","283075","2011","12"
"2870","1003","547","1","2011-10-10","1","2011-10-10","1","410318","2011","13"
"2871","1005","547","1","2011-10-10","1","2011-10-10","1","410318","2011","13"
"2872","1009","491","5","2011-10-13","1","2011-10-13","1","333017","2011","13"
"2873","1015","571","30","2011-10-13","1","2011-10-13","2","230666","2011","13"
"2874","1010","494","30","2011-10-13","1","2011-10-13","2","214690","2011","13"
"2875","1012","535","30","2011-10-13","1","2011-10-13","2","234675","2011","13"
"2876","1016","467","30","2011-10-13","1","2011-10-13","2","228662","2011","13"
"2877","1018","505","2","2011-10-13","1","2011-10-13","1","326805","2011","13"
"2878","1018","514","30","2011-10-13","1","2011-10-13","2","251831","2011","13"
"2879","1021","529","12","2011-10-13","1","2011-10-13","4","224186","2011","13"
"2880","1026","275","17","2011-10-13","1","2011-10-13","4","89572","2011","13"
"2881","1027","453","30","2011-10-13","1","2011-10-13","2","217305","2011","13"
"2882","1028","505","2","2011-10-13","1","2011-10-13","1","326805","2011","13"
"2883","1006","0","30","2011-11-08","1","2011-11-08","3","0","2011","13"
"2884","1000","461","30","2011-11-08","1","2011-11-08","2","305872","2011","17"
"2885","1006","511","30","2011-11-08","1","2011-11-08","2","289164","2011","17"
"2886","1010","494","30","2011-11-08","1","2011-11-08","2","214690","2011","17"
"2887","1012","535","30","2011-11-08","1","2011-11-08","2","234675","2011","17"
"2888","1013","543","30","2011-11-08","1","2011-11-08","2","218277","2011","17"
"2889","1014","514","30","2011-11-08","1","2011-11-08","2","266108","2011","17"
"2890","1015","571","30","2011-11-08","1","2011-11-08","2","230666","2011","17"
"2891","1016","467","30","2011-11-08","1","2011-11-08","2","228662","2011","17"
"2892","1018","514","30","2011-11-08","1","2011-11-08","2","251831","2011","17"
"2893","1019","594","30","2011-11-08","1","2011-11-08","2","260554","2011","17"
"2894","1023","390","30","2011-11-08","1","2011-11-08","2","233612","2011","17"
"2895","1025","539","30","2011-11-08","1","2011-11-08","2","242604","2011","17"
"2896","1027","453","30","2011-11-08","1","2011-11-08","2","217305","2011","17"
"2897","1034","545","30","2011-11-08","1","2011-11-08","2","230649","2011","17"
"2898","1035","496","30","2011-11-08","1","2011-11-08","2","244065","2011","17"
"2899","1040","548","30","2011-11-08","1","2011-11-08","2","283075","2011","17"
"2900","1042","451","30","2011-11-08","1","2011-11-08","2","326469","2011","17"
"2901","1008","529","30","2011-11-08","1","2011-11-08","2","217133","2011","17"
"2902","1043","485","30","2011-11-08","1","2011-11-08","2","197453","2011","17"
"2903","1034","0","30","2011-08-12","1","2011-08-12","3","0","2011","10"
"2904","1035","505","2","2011-08-12","1","2011-08-12","1","326828","2011","10"
"2905","1036","547","1","2011-08-12","1","2011-08-12","1","410348","2011","10"
"2906","1037","505","2","2011-08-12","1","2011-08-12","1","326828","2011","10"
"2907","1038","547","1","2011-08-12","1","2011-08-12","1","410348","2011","10"
"2908","1039","547","1","2011-08-12","1","2011-08-12","1","410348","2011","10"
"2909","1041","622","3","2011-08-12","1","2011-08-12","1","307568","2011","10"
"2910","1042","489","8","2011-08-12","1","2011-08-12","1","252539","2011","10"
"2911","1001","0","14","2011-08-15","1","2011-08-15","4","0","2011","11"
"2912","1006","0","30","2011-08-15","1","2011-08-15","3","0","2011","11"
"2913","1011","430","4","2011-08-15","1","2011-08-15","1","262054","2011","12"
"2914","1011","374","30","2011-08-15","1","2011-08-15","2","219583","2011","12"
"2915","1012","535","30","2011-08-15","1","2011-08-15","2","234675","2011","12"
"2916","1016","514","15","2011-08-15","1","2011-08-15","4","170937","2011","12"
"2917","1016","467","30","2011-08-15","1","2011-08-15","2","228662","2011","12"
"2918","1018","505","2","2011-08-15","1","2011-08-15","1","326828","2011","12"
"2919","1018","514","30","2011-08-15","1","2011-08-15","2","251831","2011","12"
"2920","1027","453","30","2011-08-15","1","2011-08-15","2","217305","2011","12"
"2921","1034","547","1","2011-08-15","1","2011-08-15","1","410348","2011","12"
"2922","1034","622","3","2011-08-15","1","2011-08-15","1","307568","2011","12"
"2923","1034","545","30","2011-08-15","1","2011-08-15","2","230649","2011","12"
"2924","1043","485","30","2011-08-15","1","2011-08-15","2","197453","2011","12"
"2925","1001","282","14","2011-08-15","1","2011-08-15","4","196348","2011","12"
"2926","1002","491","5","2011-08-15","1","2011-08-15","1","330765","2011","12"
"2927","1003","547","1","2011-08-15","1","2011-08-15","1","410348","2011","12"
"2928","1004","491","5","2011-08-15","1","2011-08-15","1","330765","2011","12"
"2929","1005","547","1","2011-08-15","1","2011-08-15","1","410348","2011","12"
"2930","1007","301","13","2011-08-15","1","2011-08-15","4","106613","2011","12"
"2931","1008","296","18","2011-08-15","1","2011-08-15","4","180351","2011","12"
"2932","1008","529","30","2011-08-15","1","2011-08-15","2","217133","2011","12"
"2933","1009","491","5","2011-08-15","1","2011-08-15","1","330765","2011","12"
"2934","1017","547","1","2011-08-15","1","2011-08-15","1","410348","2011","12"
"2935","1020","547","1","2011-08-15","1","2011-08-15","1","410348","2011","12"
"2936","1021","529","12","2011-08-15","1","2011-08-15","4","224200","2011","12"
"2937","1022","547","1","2011-08-15","1","2011-08-15","1","410348","2011","12"
"2938","1024","496","6","2011-08-15","1","2011-08-15","1","223279","2011","12"
"2939","1026","275","17","2011-08-15","1","2011-08-15","4","89579","2011","12"
"2940","1028","505","2","2011-08-15","1","2011-08-15","1","326828","2011","12"
"2941","1029","430","4","2011-08-15","1","2011-08-15","1","262054","2011","12"
"2942","1030","479","7","2011-08-15","1","2011-08-15","1","248369","2011","12"
"2943","1031","355","11","2011-08-15","1","2011-08-15","4","212268","2011","12"
"2944","1031","296","18","2011-08-15","1","2011-08-15","4","180351","2011","12"
"2945","1031","265","19","2011-08-15","1","2011-08-15","4","181519","2011","12"
"2946","1031","265","20","2011-08-15","1","2011-08-15","4","181519","2011","12"
"2947","1032","479","7","2011-08-15","1","2011-08-15","1","248369","2011","12"
"2948","1033","547","1","2011-08-15","1","2011-08-15","1","410348","2011","12"
"2949","1036","547","1","2011-08-15","1","2011-08-15","1","410348","2011","12"
"2950","1029","430","4","2011-10-13","1","2011-10-13","1","262034","2011","13"
"2951","1030","479","7","2011-10-13","1","2011-10-13","1","248352","2011","13"
"2952","1031","355","11","2011-10-13","1","2011-10-13","4","212253","2011","13"
"2953","1031","296","18","2011-10-13","1","2011-10-13","4","180338","2011","13"
"2954","1031","265","19","2011-10-13","1","2011-10-13","4","181505","2011","13"
"2955","1031","265","20","2011-10-13","1","2011-10-13","4","181505","2011","13"
"2956","1032","479","7","2011-10-13","1","2011-10-13","1","248352","2011","13"
"2957","1005","547","1","2011-11-04","1","2011-11-04","1","410318","2011","15"
"2958","1018","505","2","2011-11-04","1","2011-11-04","1","326805","2011","15"
"2959","1025","505","2","2011-11-04","1","2011-11-04","1","326805","2011","15"
"2960","1028","505","2","2011-11-04","1","2011-11-04","1","326805","2011","15"
"2961","1035","505","2","2011-11-04","1","2011-11-04","1","326805","2011","15"
"2962","1037","505","2","2011-11-04","1","2011-11-04","1","326805","2011","15"
"2963","1004","491","5","2011-11-04","1","2011-11-04","1","333017","2011","15"
"2964","1009","491","5","2011-11-04","1","2011-11-04","1","333017","2011","15"
"2965","1002","491","5","2011-11-04","1","2011-11-04","1","333017","2011","15"
"2966","1001","282","14","2011-11-04","1","2011-11-04","4","196334","2011","15"
"2967","1006","511","30","2011-11-04","1","2011-11-04","2","289164","2011","15"
"2968","1011","0","30","2011-11-04","1","2011-11-08","2","0","2011","15"
"2969","1011","374","30","2011-11-04","1","2011-11-04","2","219583","2011","16"
"2970","1003","100","1","2011-11-08","1","2011-11-08","1","200000","2011","16"
"2971","1024","554","6","2012-07-09","1","2012-07-11","1","225437","2012","21"
"2972","1029","503","4","2012-07-09","1","2012-07-11","1","261610","2012","21"
"2973","1011","503","4","2012-07-09","1","2012-07-09","1","261610","2012","21"
"2974","1026","305","17","2012-07-09","1","2012-07-11","4","96586","2012","21"
"2975","1042","523","8","2012-07-09","1","2012-07-11","1","249728","2012","21"
"2976","1006","523","8","2012-07-09","1","2012-07-11","1","249728","2012","21"
"2977","1031","297","11","2012-07-09","1","2012-07-11","4","182941","2012","21"
"2978","1013","341","11","2012-07-09","1","2012-07-11","4","188249","2012","21"
"2979","1028","563","2","2012-07-09","1","2012-07-11","1","334145","2012","21"
"2980","1018","563","2","2012-07-09","1","2012-07-11","1","334145","2012","21"
"2981","1025","563","2","2012-07-09","1","2012-07-11","1","334145","2012","21"
"2982","1046","563","2","2012-07-09","1","2012-07-11","1","334145","2012","21"
"2983","1035","563","2","2012-07-09","1","2012-07-11","1","334145","2012","21"
"2984","1044","0","2","2012-07-09","1","2012-07-11","1","0","2012","21"
"2985","1037","563","2","2012-07-09","1","2012-07-11","1","334145","2012","21"
"2986","1007","341","13","2012-07-09","1","2012-07-11","4","113717","2012","21"
"2987","1036","602","1","2012-07-09","1","2012-07-11","1","411032","2012","21"
"2988","1033","602","1","2012-07-09","1","2012-07-11","1","411032","2012","21"
"2989","1022","602","1","2012-07-09","1","2012-07-11","1","411032","2012","21"
"2990","1038","602","1","2012-07-09","1","2012-07-11","1","411032","2012","21"
"2991","1017","602","1","2012-07-09","1","2012-07-11","1","411032","2012","21"
"2992","1039","602","1","2012-07-09","1","2012-07-11","1","411032","2012","21"
"2993","1034","602","1","2012-07-09","1","2012-07-11","1","411032","2012","21"
"2994","1003","602","1","2012-07-09","1","2012-07-11","1","411032","2012","21"
"2995","1020","602","1","2012-07-09","1","2012-07-11","1","411032","2012","21"
"2996","1019","602","1","2012-07-09","1","2012-07-11","1","411032","2012","21"
"2997","1005","602","1","2012-07-09","1","2012-07-11","1","411032","2012","21"
"2998","1041","695","3","2012-07-09","1","2012-07-11","1","304586","2012","21"
"2999","1025","695","3","2012-07-09","1","2012-07-11","1","304586","2012","21"
"3000","1037","563","2","2012-09-12","1","2012-09-12","1","334145","2012","23"
"3001","1003","602","1","2012-09-12","1","2012-09-12","1","411032","2012","23"
"3002","1005","602","1","2012-09-12","1","2012-09-12","1","411032","2012","23"
"3003","1017","602","1","2012-09-12","1","2012-09-12","1","411032","2012","23"
"3004","1019","602","1","2012-09-12","1","2012-09-12","1","411032","2012","23"
"3005","1020","602","1","2012-09-12","1","2012-09-12","1","411032","2012","23"
"3006","1022","602","1","2012-09-12","1","2012-09-12","1","411032","2012","23"
"3007","1033","602","1","2012-09-12","1","2012-09-12","1","411032","2012","23"
"3008","1034","602","1","2012-09-12","1","2012-09-12","1","411032","2012","23"
"3009","1036","602","1","2012-09-12","1","2012-09-12","1","411032","2012","23"
"3010","1038","602","1","2012-09-12","1","2012-09-12","1","411032","2012","23"
"3011","1039","602","1","2012-09-12","1","2012-09-12","1","411032","2012","23"
"3012","1025","695","3","2012-09-12","1","2012-09-12","1","304586","2012","23"
"3013","1034","695","3","2012-09-12","1","2012-09-12","1","304586","2012","23"
"3014","1041","695","3","2012-09-12","1","2012-09-12","1","304586","2012","23"
"3015","1013","625","30","2012-09-12","1","2012-09-12","2","228124","2012","23"
"3016","1014","568","30","2012-09-12","1","2012-09-12","2","284269","2012","23"
"3017","1015","617","30","2012-09-12","1","2012-09-12","2","246106","2012","23"
"3018","1016","511","30","2012-09-12","1","2012-09-12","2","238236","2012","23"
"3019","1018","618","30","2012-09-12","1","2012-09-12","2","246439","2012","23"
"3020","1019","675","30","2012-09-12","1","2012-09-12","2","267093","2012","23"
"3021","1023","449","30","2012-09-12","1","2012-09-12","2","213119","2012","23"
"3022","1025","602","30","2012-09-12","1","2012-09-12","2","229585","2012","23"
"3023","1027","544","30","2012-09-12","1","2012-09-12","2","226144","2012","23"
"3024","1034","654","30","2012-09-12","1","2012-09-12","2","218242","2012","23"
"3025","1035","550","30","2012-09-12","1","2012-09-12","2","238507","2012","23"
"3026","1040","588","30","2012-09-12","1","2012-09-12","2","296170","2012","23"
"3027","1042","489","30","2012-09-12","1","2012-09-12","2","342801","2012","23"
"3028","1008","546","30","2012-09-12","1","2012-09-12","2","246579","2012","23"
